Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
36658.424762879455,-2.46352181611448,1.0366312615100868,-2.9499181754813213,-1.115481784948618,-7.773917266343108,0.14384898887790104,1.002075029357178,-6.209278141952489,-0.17045370549906086,9.76000052964303,-1.7473473155728894,0.8559969635932694,-0.9770386430289565,-0.9349664838725767,-0.3164085026636668,1.1890418932516662,-0.2451150226733685,0.8927075529733601,-1.5583600712109298,-0.5939946519368334,1.2496583756665147,0.3545506143270273,-0.08705936433141492,-1.2454528825735192,-0.1069878497424503,-0.8562617808026411,0.09219945225603064,0.005013449020346523,3.0553076950326608,1
22664.88645140407,2.057721664579493,0.9106314588427924,-0.9824552724401958,-1.3345135990372754,-6.422644098420188,0.7356879648407393,1.3383022102343967,-0.1820019841324927,-0.21675462836592702,-0.016597257521984765,-0.092498459477751,-0.3635803419907293,-0.9662847686384816,0.3360320914023437,0.9033065477228436,-0.9639972576836082,-0.8722385343946945,-0.18813604811738788,-0.708110396277016,-0.6247201475292044,-0.012984300435526827,0.21517419616167255,1.756535904733465,-1.59714622187303,0.36795336609590423,-0.4854403149590806,-0.47373259624363884,-0.3736916613347166,15.90372353422778,1
19769.17867018495,0.18165485174810364,-1.324678255975022,-2.81177683047314,-1.4294358297701877,0.48806164738533775,3.942483939975693,-1.9619992543228608,-0.3654459748491463,-1.1573518087829946,0.9852648678098809,1.7284012935456161,-0.5572383569189616,0.7813964919559439,-3.61026281125615,-0.7082276285130819,-1.8926138621178181,-0.12076931973099864,-0.48940413991145304,0.8178427701915181,-0.07852507666361566,0.880234313933614,0.026520786133766072,2.5679867435168005,-0.9406548026840305,-0.011306449457466316,-0.9338374700567471,-1.026358119104738,0.5649970971674936,7.095468654482188,1
31692.60320649809,-0.4485366457297453,-0.14569808442148174,-3.0165961217542727,0.7430364678874086,0.8916875102756441,0.5530947849275123,-1.0893933340439603,-6.813794950179216,2.4096709410663624,0.9756343507916327,1.7302075314342145,-0.1966138973757391,0.6305540046418608,-2.604189953265067,-1.0158514015104545,-1.8399059476124606,-0.34146654487371403,1.1400941134301272,3.7238177701554287,-0.07058106860910596,-0.041879876104981145,1.1705369874967686,0.0013548317454552261,-0.10183306385415919,0.17665753687422925,0.7454258040603725,-1.4082536737254427,0.057841434765141406,4.978766674201493,1
61594.363156583815,2.0021764964977575,-2.2402344519667223,-1.0087236684929006,2.7262324435567136,-0.7099562298262112,-0.1442126212612117,1.312259799089186,-0.06178614056709017,-0.4079801431853046,4.495274705171806,-0.027164680087583812,-1.153611016945468,1.6075938677617412,-1.6208412232369365,-1.1549977820020798,-2.7711186256678695,0.19526970971489396,-0.25244836053787917,2.147809008150348,-3.0658545497418426,-0.1981121437935638,1.178018695096489,1.558241551025401,-0.1052899932153413,0.2442261947036639,-0.023501167713236126,-0.11184662609779844,0.03292218269667177,-1.348250393129291,1
-2642.1027432591945,-8.517499491669382,-0.7345577148194411,-2.9184875947825124,-0.6714700392043301,0.37029339856335497,-0.954301017539878,0.9916607272201838,-0.4443705349462409,0.9925780318099688,0.43986878331586277,0.08820490419621593,-1.8634031287365906,0.7646251514979377,-1.3527089212664065,-0.9671047788643172,-1.503849598014726,0.12563928193257817,2.216081306855052,2.103244087079175,-0.8008952168112791,-0.1545378466885034,0.37278474027203207,2.2147627788987707,-0.38657189606132414,0.31240967929658037,0.6059159399632349,0.3897215227501339,-0.19116205728716482,24.306277556585492,1
25661.617582175222,-0.8665103747451801,-0.9713120849404101,-1.4288167853279734,-1.419224341533163,-9.120711677464072,0.9618662329829668,-0.2554418808758108,-4.713129424945132,-0.4214428213250422,0.15735356576287945,0.0026070435373280187,1.4308708536718129,-0.9588955915118625,-9.530142228880624,0.03761201578471239,-1.7479048030407578,0.18875263662810718,-0.9897141197214685,-0.6702590841243374,-0.161031688413232,-0.4380333609445466,2.076847772346119,0.26641013281867904,-1.7467179128222916,-0.06242982114723157,0.629134379663237,0.7299601303831468,0.04597354690246576,5.058768887454702,1
31762.33009067077,-8.219118714915332,-2.876604649892999,0.5183564999517676,-1.2149200083719802,-1.5670770525447304,0.45346385296665415,0.45503858233465044,-0.025414613840413436,0.015641485930007193,-0.07317543708979912,0.38046036215883644,-1.6853798333351784,0.5941912463505821,0.8647333458669993,-1.2800084623133425,1.123849279881757,-0.01906630059637378,-1.4154461591896499,1.0047201486881967,-6.522067553879934,0.007203621409691233,1.3782796668129884,2.4992127474023516,-0.07128944147329444,-0.6629205761283599,0.7079059534007468,-0.31511538866876077,0.03564506534353343,57.284127120403134,1
-1815.0384933556888,-0.715350864202496,-0.47971063827681676,-3.8989390565880058,-1.662808193224887,2.0598505714676487,0.7332805029114178,-1.926160751216817,-3.7778224248021988,1.2192967736207296,0.23085629890620935,-0.2216435076098116,-0.6394570537730667,0.9929814336471171,0.8036613901034437,-0.22252335479808444,0.9678231497219153,-0.2569212194183569,-0.45591050848316433,-0.3568263646930411,-0.19513929404906427,-0.29829397702010313,0.6366698048553501,4.315982592622201,0.22065000733889217,0.40934216118622685,1.0685705229413094,0.4252942284808371,0.07922454775964217,-8.131326846459615,1
34053.981204621916,-0.5478617612375167,-0.5595967394662376,-3.017593460569591,-1.0470684432601642,-0.1366779549260363,0.4283172450513786,-1.953784952999524,-0.4093931392961718,0.5918491869641381,1.2778482838425342,0.4945823993128365,-1.7682072919708036,-0.5556177584325195,-11.480841671071866,-2.079758039148442,-1.9149800877413867,0.33749068871244614,-1.7071153347248278,-1.0963901712706967,-0.42778129860921793,-1.7941286979468876,-0.49708965090867485,0.006402191217610292,-1.23160388680445,0.13686184849332136,0.6054141424267705,-1.7782954284910746,0.0006817704328677676,0.39198284946796225,1
